Filename,AoA,CST Coeff 1,CST Coeff 2,CST Coeff 3,CST Coeff 4,CST Coeff 5,CST Coeff 6,CST Coeff 7,CST Coeff 8,Cl,Cd
HSNLF10213 AIRFOIL hsnlf213il,7,-1.1098244e-01,-9.3189867e-02,-2.5410756e-01,-4.7476904e-02,1.8443515e-01,1.5684662e-01,3.5125519e-01,3.8667491e-02,0.80240114,0.026670099
hsnlf213,7,-1.1098116e-01,-9.3205122e-02,-2.5406888e-01,-4.7490486e-02,1.8445237e-01,1.5665189e-01,3.5137776e-01,3.8618859e-02,0.75315763,0.034657014
ht05,7,-9.1990817e-02,-5.3797683e-02,2.9912587e-03,-1.2292318e-01,9.2147932e-02,5.3610140e-02,-2.7537112e-03,1.2287746e-01,0.41678234,0.076198401
ht08,7,-9.2712195e-02,-4.5491561e-02,-5.0141207e-02,-5.7046962e-02,9.2823964e-02,4.5463912e-02,5.0243204e-02,5.7038847e-02,0.4681502,0.063757785
HT08 ht08il,7,-9.2712195e-02,-4.5491561e-02,-5.0141207e-02,-5.7046962e-02,9.2823964e-02,4.5463912e-02,5.0243204e-02,5.7038847e-02,0.67149342,0.033010428
ht12,7,-9.7581305e-02,-4.2578792e-02,-3.1350867e-02,-4.7812854e-02,9.7774395e-02,4.2390527e-02,3.1735166e-02,4.7455394e-02,0.7227746,0.029991181
HT12 ht12il,7,-9.7581305e-02,-4.2578792e-02,-3.1350867e-02,-4.7812854e-02,9.7774395e-02,4.2390527e-02,3.1735166e-02,4.7455394e-02,0.71885729,0.028677192
ht13,7,-1.2328318e-01,-5.8817288e-02,-4.9966107e-02,-5.3619940e-02,1.2367394e-01,5.8513996e-02,5.0336197e-02,5.3415718e-02,0.72400945,0.02374257
ht14,7,-1.4125824e-01,-6.9448379e-02,-6.1577195e-02,-5.8367590e-02,1.4168992e-01,6.9187253e-02,6.1859060e-02,5.8324633e-02,0.62730645,0.035452535
ht21,7,-9.8927466e-02,-4.2589798e-02,-4.8951787e-02,-8.5550383e-02,9.8922699e-02,4.2611461e-02,4.8919905e-02,8.5580641e-02,0.61844906,0.03557902
ht22,7,-6.9134778e-02,-1.0704010e-02,-3.5679127e-02,-1.9971399e-02,1.2846696e-01,7.7008488e-02,4.9777967e-02,6.1985271e-02,0.57158451,0.0581167359999999
ht23,7,-8.3995276e-02,-3.6250765e-02,-4.5234009e-02,-3.5433414e-02,1.4175804e-01,1.1145832e-01,4.2663482e-02,7.9176828e-02,0.80276583,0.022091639
ht33,7,-1.0262477e-01,-6.4430003e-02,-5.3358274e-02,-5.2782543e-02,1.0269965e-01,6.4412952e-02,5.3402483e-02,5.2786519e-02,0.70815321,0.026975954
ht34,7,-1.1110625e-01,-8.3229585e-02,-7.1704211e-02,-5.8940121e-02,1.1112868e-01,8.3220221e-02,7.1723960e-02,5.8922030e-02,0.71551708,0.023979807
ht35,7,-1.1572352e-01,-9.2082097e-02,-8.0901600e-02,-6.1981810e-02,1.1571725e-01,9.2103657e-02,8.0880276e-02,6.1973903e-02,0.7164862,0.0234991279999999
12 JOUKOWSKI AIRFOIL joukowskil,7,-1.8221076e-01,-1.4856966e-01,-1.2198506e-01,-3.5650622e-02,1.8221083e-01,1.4856940e-01,1.2198504e-01,3.5650648e-02,0.74904452,0.022537931
74130 WP2,7,-7.8272235e-02,-1.2316869e-02,-1.8486849e-01,6.6212119e-02,1.6682740e-01,2.5252227e-01,4.1158110e-01,1.7802239e-01,1.0378409,0.028981606
74130 WP2 MOD,7,-7.8327429e-02,-1.2088277e-02,-1.8540162e-01,6.6974253e-02,1.6448677e-01,2.6589478e-01,3.7618357e-01,1.9874265e-01,1.0427226,0.028338442
a18sm,7,-9.5737217e-02,3.2893640e-02,4.3211737e-02,5.0987498e-02,1.3176096e-01,2.2356074e-01,1.5770779e-01,2.7726128e-01,1.0924874,0.025892337
A18 smoothed,7,-9.5737217e-02,3.2893640e-02,4.3211737e-02,5.0987498e-02,1.3176096e-01,2.2356074e-01,1.5770779e-01,2.7726128e-01,1.0924874,0.025892337
a63a108c,7,-1.0547756e-01,-6.6484295e-02,-1.0519761e-01,-3.7131760e-02,1.5091747e-01,7.3362294e-02,1.4012821e-01,1.0899903e-01,0.79366633,0.022787559
ag03,7,-6.1699629e-02,-1.5588911e-03,-3.1238983e-02,-1.3309983e-02,1.4508479e-01,1.3605405e-01,1.1012550e-01,1.1222007e-01,0.90111218,0.022709099
ag04,7,-8.0307791e-02,-2.0182077e-02,-3.3241166e-03,-1.4556808e-02,1.3624080e-01,1.2971727e-01,1.0026388e-01,1.0263423e-01,0.88762337,0.022882384
ag08,7,-7.7911538e-02,-6.1285270e-04,-1.0787826e-03,-1.3465684e-02,1.2886419e-01,1.2296601e-01,8.9622178e-02,1.1307598e-01,0.88903776,0.0231340739999999
ag09,7,-6.7164060e-02,3.6085511e-02,-2.3611831e-02,3.9364402e-04,1.2534838e-01,1.0709612e-01,8.1487554e-02,9.3718658e-02,0.88449451,0.023214425
ag10,7,-6.9414553e-02,4.0022801e-02,-2.5796353e-02,-3.3334169e-03,1.2757489e-01,9.2980889e-02,6.8387718e-02,1.0398354e-01,0.87413931,0.023519247
ag11,7,-3.7517578e-02,2.1990107e-03,-1.8891774e-02,-1.3254757e-02,1.5703963e-01,1.2840741e-01,1.1414922e-01,1.1382931e-01,0.91248533,0.0247795979999999
ag12,7,-7.5425423e-02,-2.2909139e-02,1.3425260e-02,2.4845148e-02,1.3349880e-01,1.3072266e-01,9.1061994e-02,1.0494410e-01,0.92535381,0.0255573279999999
ag13,7,-6.7770360e-02,-1.2044692e-02,1.9562067e-02,2.8632322e-02,1.3242629e-01,1.2663392e-01,9.2099947e-02,1.0680534e-01,0.90296666,0.032856698
ag14,7,-6.0825569e-02,6.7808933e-03,1.8898488e-02,3.3781695e-02,1.3236967e-01,1.2162385e-01,8.9715716e-02,1.0770706e-01,0.94628297,0.023906245
ag16,7,-8.7758415e-02,-4.1775121e-02,8.4432902e-03,2.2783429e-02,1.3887790e-01,1.4287454e-01,1.0938433e-01,1.1301030e-01,0.93197454,0.024979231
ag17,7,-7.6678443e-02,-2.4914445e-02,1.6121383e-02,2.7189821e-02,1.3732601e-01,1.3472420e-01,1.1002282e-01,1.0930569e-01,0.82215471,0.045670787
ag18,7,-6.5295679e-02,-9.0366344e-03,2.5126696e-02,3.0525479e-02,1.3563816e-01,1.2734244e-01,1.0943227e-01,1.0667139e-01,0.9435739,0.028089552
ag19,7,-5.8683170e-02,6.9168964e-03,2.6931067e-02,3.5345500e-02,1.3539448e-01,1.2037502e-01,1.1088743e-01,1.0388372e-01,0.93732713,0.031309882
ag23,7,-9.3639772e-02,-5.3782558e-02,-4.2218221e-02,3.3841123e-02,1.5769935e-01,1.8215216e-01,1.5765623e-01,1.5578843e-01,0.78553201,0.056863834
ag24,7,-9.0393924e-02,-4.7168926e-02,-2.6713918e-02,3.6100985e-02,1.5418495e-01,1.7514750e-01,1.4836826e-01,1.4946606e-01,0.97239186,0.024094901
ag25,7,-8.0143511e-02,-2.8278314e-02,-5.4424333e-03,4.3316925e-02,1.5191698e-01,1.6424947e-01,1.4332534e-01,1.4248785e-01,0.74086649,0.066792382
ag26,7,-7.0651500e-02,-1.3108473e-02,1.5727017e-02,4.1400347e-02,1.4824382e-01,1.5639734e-01,1.3711468e-01,1.3261393e-01,0.99155136,0.0276790429999999
ag27,7,-6.3037245e-02,5.0620956e-03,3.6568447e-02,3.6925969e-02,1.4575390e-01,1.4607195e-01,1.3178055e-01,1.2460525e-01,0.99701588,0.024019078
ag44ct02r,7,-7.6071572e-02,-2.6975619e-02,-2.8092424e-02,-7.3959256e-03,1.4867759e-01,1.6769093e-01,9.0086592e-02,1.1638793e-01,0.67385525,0.05890216
ag45c03,7,-7.6116089e-02,2.2626384e-02,-5.7989453e-02,1.5475962e-01,1.4149198e-01,2.1112388e-01,3.5846391e-02,2.4310157e-01,1.1010216999999998,0.027882705
ag45ct02r,7,-7.3247496e-02,-2.2113700e-02,-2.7630184e-02,-3.8979694e-03,1.4356186e-01,1.5986855e-01,7.8795690e-02,9.9889702e-02,0.89434466,0.022606596
ag46c03,7,-7.0964556e-02,2.7405574e-02,-6.2730736e-02,1.5301777e-01,1.3099965e-01,1.6648422e-01,5.6516819e-02,2.1297087e-01,1.0679386,0.02562095
ag46ct02r,7,-6.9970746e-02,-7.2486091e-03,-3.4371326e-02,2.0374332e-03,1.3186801e-01,1.3937983e-01,6.7229949e-02,9.4426984e-02,0.87937159,0.022762896
ag47c03,7,-6.5796738e-02,2.9522513e-02,-5.8193018e-02,1.5490213e-01,1.1291898e-01,1.3418498e-01,4.8725454e-02,1.9110923e-01,1.029346,0.028091794
ag47ct02r,7,-6.1442580e-02,-8.1397122e-03,-2.5789567e-02,-1.1820742e-03,1.1508969e-01,9.9807887e-02,6.5621538e-02,6.6837075e-02,0.83948044,0.023965732
N12 n12il,7,-1.3750210e-01,-1.3063802e-01,-1.2951607e-01,-1.4555735e-01,1.3515126e-01,1.5343256e-01,1.1137312e-01,1.5654769e-01,0.68208604,0.022112002
N13 n13il,7,-1.4697664e-01,-1.6743390e-01,-1.3988597e-01,-1.7364202e-01,1.5517777e-01,1.4914324e-01,1.5055533e-01,1.8023745e-01,0.66042584,0.022277029
N14 n14il,7,-1.6181605e-01,-1.3021242e-01,-1.6758808e-01,-1.6465975e-01,1.5739456e-01,1.4572451e-01,1.5846317e-01,1.7002485e-01,0.66416637,0.022265227
n63210,7,-9.7839390e-02,-1.0349852e-01,-1.3032842e-01,3.0589335e-02,1.2425348e-01,1.7146157e-01,1.7637233e-01,9.7712863e-02,0.87082197,0.024140486
n63212,7,-1.1886150e-01,-1.3381957e-01,-1.5738416e-01,2.6079198e-02,1.4670170e-01,2.0024720e-01,2.0476589e-01,1.0161398e-01,0.87389282,0.02389637
n63215b,7,-1.4930537e-01,-1.8201524e-01,-1.9554413e-01,2.1339721e-02,3.0363531e-01,1.3544305e-01,3.1409752e-01,7.6965184e-02,0.88648688,0.026228248
n63215,7,-1.4933553e-01,-1.8154992e-01,-1.9517547e-01,1.9608355e-02,1.8004709e-01,2.4516395e-01,2.4448734e-01,1.0768041e-01,0.86841673,0.02484298
n63412,7,-1.0524647e-01,-1.0081122e-01,-1.3421126e-01,9.0251255e-02,1.6169156e-01,2.3128684e-01,2.3097075e-01,1.6375231e-01,1.0109709,0.025429099
n63415,7,-1.3438852e-01,-1.5018508e-01,-1.7043304e-01,8.3127834e-02,1.9632686e-01,2.7508419e-01,2.7100656e-01,1.7019824e-01,0.99989413,0.026687269
n64008a,7,-8.3796232e-02,-1.0581705e-01,-1.2439184e-01,-7.0948837e-02,8.3796258e-02,1.0581704e-01,1.2439183e-01,7.0948850e-02,0.64868925,0.041030036
n64012a,7,-1.2464341e-01,-1.6242115e-01,-1.8154107e-01,-1.0440019e-01,1.2464339e-01,1.6242116e-01,1.8154109e-01,1.0440016e-01,0.68870781,0.024300626
n64012,7,-1.2600726e-01,-1.6214512e-01,-1.9330587e-01,-4.3034744e-02,1.2600730e-01,1.6214512e-01,1.9330587e-01,4.3034743e-02,0.68794625,0.029832981
n64015a,7,-1.5495683e-01,-2.0626928e-01,-2.2233808e-01,-1.2887011e-01,1.5495683e-01,2.0626927e-01,2.2233808e-01,1.2887011e-01,0.66313599,0.02650029
n64015,7,-1.5633364e-01,-2.0757302e-01,-2.3464863e-01,-5.1225264e-02,1.5633364e-01,2.0757303e-01,2.3464863e-01,5.1225265e-02,0.71901363,0.025821835
n64108,7,-7.8449538e-02,-8.5962388e-02,-1.2506354e-01,2.8371723e-03,9.1107159e-02,1.2174179e-01,1.4467984e-01,6.3568903e-02,0.78837409,0.031501337
n64110,7,-9.9132661e-02,-1.1521572e-01,-1.5480606e-01,-3.5668667e-03,1.1217201e-01,1.4947017e-01,1.7602893e-01,6.9038995e-02,0.79832052,0.0249982079999999
n64212,7,-1.1307968e-01,-1.2571926e-01,-1.7490412e-01,2.4548322e-02,1.4036140e-01,1.9445330e-01,2.1713846e-01,1.0770362e-01,0.8595453000000002,0.029000354
n64212mb,7,-1.1354039e-01,-1.2445093e-01,-1.7621351e-01,2.5453285e-02,2.4601013e-01,1.2177902e-01,2.5569961e-01,9.3394244e-02,0.51742321,0.083552656
n64215,7,-1.4232775e-01,-1.7322342e-01,-2.1520349e-01,1.6318740e-02,1.7187523e-01,2.3859652e-01,2.5956497e-01,1.1573217e-01,0.5012064,0.081446801
n66021,7,-2.0842288e-01,-1.9418294e-01,-4.9656713e-01,-1.1155043e-01,2.0842223e-01,1.9418553e-01,4.9656126e-01,1.1155432e-01,0.53486852,0.041077993
naca0006,7,-8.4405630e-02,-7.7934818e-02,-6.7878553e-02,-7.6407578e-02,8.4404353e-02,7.7941442e-02,6.7861187e-02,7.6419373e-02,0.63217481,0.035849956
naca0008,7,-1.1257615e-01,-1.0373683e-01,-9.0897516e-02,-1.0157829e-01,1.1257617e-01,1.0373664e-01,9.0898130e-02,1.0157787e-01,0.58645932,0.037296835
naca0010,7,-1.4069485e-01,-1.2978661e-01,-1.1347445e-01,-1.2714405e-01,1.4069487e-01,1.2978658e-01,1.1347447e-01,1.2714404e-01,0.68719023,0.02221142
naca0015,7,-2.1112467e-01,-1.9427257e-01,-1.7107898e-01,-1.8997692e-01,2.1112467e-01,1.9427254e-01,1.7107906e-01,1.8997686e-01,0.45170889,0.053912294
naca0018,7,-2.5337047e-01,-2.3302783e-01,-2.0546378e-01,-2.2788564e-01,2.5337047e-01,2.3302782e-01,2.0546378e-01,2.2788566e-01,0.60273612,0.024575202
naca0021,7,-2.9555065e-01,-2.7212384e-01,-2.3895563e-01,-2.6640125e-01,2.9555057e-01,2.7212410e-01,2.3895515e-01,2.6640157e-01,0.54729716,0.026258719
naca0024,7,-3.3779626e-01,-3.1085793e-01,-2.7361669e-01,-3.0410679e-01,3.3779625e-01,3.1085798e-01,2.7361659e-01,3.0410686e-01,0.47166941,0.028663341
naca63a210,7,-9.2657707e-02,-1.0450822e-01,-1.0440567e-01,-2.0571417e-02,1.2497763e-01,1.7458044e-01,1.8009377e-01,1.5427992e-01,0.8564948,0.0239416929999999
naca64a010,7,-1.0853614e-01,-1.2267034e-01,-1.6815400e-01,-7.8723274e-02,1.0853614e-01,1.2267034e-01,1.6815400e-01,7.8723273e-02,0.69274332,0.02427537
GOE 693 AIRFOIL,7,-1.4664558e-01,-4.4774610e-03,-7.2501708e-02,-3.4206577e-02,2.0001653e-01,2.9421414e-01,2.1932304e-01,3.1724477e-01,0.99682992,0.02622141
GOE 701 AIRFOIL,7,-1.6045641e-01,4.3676452e-02,-3.7828927e-02,-3.5096795e-02,2.5481750e-01,2.9931177e-01,2.9241579e-01,3.0168184e-01,1.0570725,0.0283930029999999
GOE 702 AIRFOIL,7,-2.0541150e-01,-1.3245311e-02,-2.6001553e-02,-6.5030690e-02,3.0829016e-01,4.1990662e-01,2.7041037e-01,1.5134513e-01,1.0241445,0.032426821
GOE 703 AIRFOIL,7,-2.3128390e-01,-1.3944953e-01,-2.3688995e-01,-2.9149983e-01,2.7597956e-01,3.6295750e-01,2.7150558e-01,2.6439220e-01,0.61107062,0.027508696
GOE 704 AIRFOIL,7,-1.6205555e-01,-8.1672284e-02,-8.4562852e-02,-2.5272800e-01,2.0542470e-01,2.5970431e-01,1.9609315e-01,1.9169755e-01,0.73252003,0.023454799
GOE 711 AIRFOIL,7,-6.3100091e-02,1.6658866e-02,-4.5968645e-02,3.9512109e-03,2.8995403e-01,5.0421030e-01,1.7173543e-01,6.3508669e-01,1.1477736,0.034221097
GOE 723 AIRFOIL,7,-1.1896721e-01,-4.4594821e-02,6.2183218e-02,2.6876573e-02,1.8919601e-01,3.1669732e-01,2.2801603e-01,2.4173315e-01,1.1250718000000002,0.027123071
GOE 735 AIRFOIL,7,-2.0569731e-01,-1.0257791e-01,-1.4526100e-01,-1.7668199e-01,3.5248529e-01,4.5152396e-01,2.7973484e-01,1.2366060e-01,0.77285769,0.037042093
GOE 738 AIRFOIL,7,-1.9285193e-01,-1.0710695e-01,-1.5586022e-01,-1.1440537e-01,2.4896790e-01,2.9150149e-01,2.2001356e-01,4.7828062e-02,0.80234657,0.0252883629999999
GOE 741 AIRFOIL,7,-1.7430448e-01,2.6938520e-02,-1.1632939e-01,-1.5965036e-01,2.8974967e-01,4.1763392e-01,2.1576443e-01,4.7923340e-02,0.87417837,0.0305007629999999
GOE 744 AIRFOIL,7,-1.3659671e-01,1.3428576e-01,-6.2088551e-02,-1.2072420e-01,3.3320971e-01,4.8492695e-01,2.1799496e-01,2.7524895e-02,0.92918688,0.056153482
GOE 746 AIRFOIL,7,-5.7990332e-02,7.0704135e-02,-1.2115420e-02,-1.1995990e-01,2.0549149e-01,3.7378328e-01,1.2385783e-01,1.8331464e-02,0.88415127,0.036260293
GOE 758 AIRFOIL,7,-1.0921240e-01,-4.9939520e-02,-2.0093200e-02,1.0854375e-02,2.1998985e-01,4.0193324e-01,2.1598768e-01,2.6245804e-01,1.1286195,0.029643826
GOE 766 AIRFOIL,7,-1.5143402e-01,-8.6983917e-02,-1.4231508e-01,-9.8413210e-02,2.3692430e-01,1.9261539e-01,1.0472948e-01,1.4039629e-01,0.78268819,0.023305446
GOE 767 AIRFOIL,7,-1.7606120e-01,-6.5567725e-02,-1.2464495e-01,-6.8347843e-02,2.6692370e-01,1.6714604e-01,8.1705924e-02,1.1737881e-01,0.63382511,0.0457707559999999
GOE 769 AIRFOIL,7,-1.5771371e-01,4.1984133e-02,-5.5422727e-02,5.3696791e-03,3.4896615e-01,3.0649507e-01,2.0093747e-01,1.8904340e-01,1.0828118,0.02986849
GOE 770 AIRFOIL,7,-1.5657170e-01,-2.0495554e-01,-1.2199355e-01,-1.1591236e-01,3.4683673e-01,4.6615373e-01,2.5002060e-01,2.7169067e-01,0.79190548,0.058417591
GOE 775 AIRFOIL,7,-2.9616254e-01,-2.6570540e-01,-2.4466720e-01,-2.4539101e-01,2.9517021e-01,2.7740543e-01,2.3274713e-01,2.9682323e-01,0.54842248,0.031145736
GOE 776 AIRFOIL,7,-3.5164510e-01,-3.2087455e-01,-2.8522480e-01,-2.9494394e-01,3.5182330e-01,3.2820727e-01,2.8056828e-01,3.4247880e-01,0.43902427,0.031830232
GOE 777 AIRFOIL,7,-1.3815376e-01,-1.3590783e-01,-1.2048275e-01,-7.8091198e-02,4.0616363e-01,5.4894464e-01,2.7486825e-01,3.3246747e-01,0.88344805,0.045108569
GOE 780 AIRFOIL,7,-8.0017843e-02,-1.2020571e-01,-1.4398199e-01,-2.5878989e-01,7.7151020e-02,1.7265922e-01,2.7726458e-01,1.4630790e-01,0.47452027,0.046455526
GOE 795 AIRFOIL,7,-9.4902525e-02,-8.9062523e-03,-4.2385813e-02,-3.6729158e-02,1.3381680e-01,1.9279426e-01,1.5343174e-01,1.9791841e-01,0.91574503,0.027490017
GOE 796 AIRFOIL,7,-1.4979260e-01,1.1449352e-02,-9.7150644e-02,-2.3024303e-02,1.9561715e-01,3.0208132e-01,2.1431866e-01,3.1618422e-01,0.99303635,0.025622115
GOE 797 AIRFOIL,7,-1.9750778e-01,5.0761705e-03,-1.1470597e-01,-1.6651866e-02,2.6615748e-01,3.9629015e-01,2.9045252e-01,4.3960825e-01,1.0485467,0.04441515
GOE 798 AIRFOIL,7,-2.4514436e-01,3.2262787e-04,-1.3945539e-01,-4.4494746e-02,3.3353126e-01,4.8802403e-01,3.8079828e-01,5.1516967e-01,1.0718276000000002,0.037264684
GOE 801 MVA 301 AIRFOIL,7,-6.1240156e-02,1.0454284e-01,1.8520427e-02,6.1362149e-02,2.6140343e-01,3.1528013e-01,2.5689115e-01,3.1876563e-01,1.2650464,0.033363843
GOE 802 AIRFOIL,7,-6.1240156e-02,1.0454284e-01,1.8520427e-02,6.1362149e-02,2.6140343e-01,3.1528013e-01,2.5689115e-01,3.1876563e-01,1.24068,0.029421237
GOE 803 HACKLINGER AIRFOIL,7,-6.2985778e-02,2.0857509e-01,7.7658441e-02,2.2463053e-01,1.9909375e-01,3.0818489e-01,1.7250979e-01,3.0241673e-01,1.4221416999999998,0.029693946
GOE 804 EA 8 AIRFOIL,7,-4.6956257e-02,1.8631373e-01,-4.4776515e-02,3.2938363e-01,1.5176161e-01,2.4770274e-01,2.4425122e-01,4.4056333e-01,1.4350889,0.032048709
Gottingen 765 airfoil recovered. ,7,-1.6032135e-01,-1.0895230e-01,-1.5471544e-01,-2.6559212e-01,2.4948791e-01,2.4159797e-01,2.2303473e-01,6.6957974e-02,0.67625104,0.023834879
GOE 100 SOPWITH AIRFOIL,7,-6.2471980e-02,7.6616660e-02,-2.8953123e-02,-3.3011132e-02,1.8258105e-01,1.8016307e-01,1.6205065e-01,2.4287111e-01,0.99937736,0.0239254689999999
GOE 101 AIRFOIL,7,-2.9675330e-02,4.3003291e-02,1.9962059e-02,3.3112346e-02,1.5329450e-01,2.5170249e-01,1.2419500e-01,1.8044598e-01,1.075955,0.0242411989999999
GOE 10K AIRFOIL,7,-3.8795489e-02,-5.0477684e-04,-1.8376981e-02,-1.6524410e-02,6.3529832e-02,7.8554902e-02,9.6365062e-02,1.6919349e-01,0.76228861,0.064170155
GOE 114 MVA MK1 AIRFOIL,7,-8.4519329e-02,-9.5275599e-02,8.7260800e-02,-3.1638691e-02,9.3537292e-02,2.6803575e-01,2.0029917e-01,2.1145457e-01,0.95668157,0.029446938
GOE 115 MVA MK2 AIRFOIL,7,-9.5741288e-02,-4.8581420e-02,5.7509460e-02,-3.7140998e-03,1.2282296e-01,2.9959519e-01,1.7565755e-01,2.0052721e-01,1.0373549000000002,0.0255307979999999
GOE 116 MVA MK3 AIRFOIL,7,-1.1414116e-01,1.9721641e-02,4.2720228e-03,-4.6004757e-03,1.2106002e-01,3.0020515e-01,2.0947055e-01,2.1940349e-01,1.0399993,0.025894131
GOE 117 MVA MK4 AIRFOIL,7,-9.4848526e-02,4.5629581e-02,1.7720527e-02,2.4167529e-02,1.1398587e-01,3.3731355e-01,1.6821764e-01,2.4752636e-01,1.0922762,0.026511264
GOE 118 MVA MK7 AIRFOIL,7,-4.8361706e-02,7.2444350e-02,6.0129092e-02,5.4892957e-02,1.2351313e-01,3.8383919e-01,1.8362309e-01,2.7939051e-01,1.1976155000000002,0.027727831
GOE 11K AIRFOIL,7,-7.5872173e-02,-9.0389810e-04,-3.6004463e-02,-3.1910687e-02,1.2268929e-01,1.4990644e-01,1.8840087e-01,3.2607721e-01,0.93258475,0.0254581929999999
GOE 121 MVA H1 AIRFOIL,7,-1.0358196e-01,1.7093113e-01,-3.1400738e-02,8.9907784e-02,1.5695351e-01,2.5705201e-01,1.3149818e-01,2.4574481e-01,1.152414,0.025641151
GOE 122 MVA H2 AIRFOIL,7,-3.9327640e-02,4.6763158e-02,2.0638210e-02,-9.6031193e-03,1.7822927e-01,2.4250633e-01,1.5041295e-01,1.7338369e-01,1.0435386999999998,0.024291192
GOE 123 AIRFOIL,7,-4.4173754e-02,2.2032609e-01,-3.7930757e-02,1.0792849e-01,1.7733773e-01,2.5326489e-01,2.0655577e-01,2.5339368e-01,1.227884,0.026364721
GOE 134 MVA H12 AIRFOIL,7,-4.2013789e-02,5.8331568e-03,-2.2950355e-02,-2.6590657e-03,1.9888242e-01,3.0017426e-01,1.1634703e-01,3.5553699e-01,1.0104938,0.044200475
GOE 137 MVA H15 AIRFOIL,7,-7.1493032e-02,6.8879484e-02,-1.8254608e-02,2.3073256e-02,1.8918325e-01,2.8398571e-01,1.7098327e-01,2.2187506e-01,1.0998312,0.02552284
GOE 13K AIRFOIL,7,-1.5044550e-01,-1.8766511e-03,-7.1326893e-02,-6.3685186e-02,2.4405218e-01,2.9752697e-01,3.7510925e-01,6.4745507e-01,0.99811874,0.028121427
GOE 142 MVA H19 AIRFOIL,7,-6.9573961e-02,1.1789413e-01,-3.3621841e-02,4.4796027e-02,1.5521326e-01,2.2311326e-01,1.2811855e-01,1.9871554e-01,0.92998421,0.0548101659999999
GOE 14K AIRFOIL,7,-1.1224553e-01,-9.2635819e-02,-3.8768189e-02,-2.3786051e-01,1.5167123e-01,2.0849273e-01,2.4337079e-01,4.6040449e-01,0.74145513,0.024060087
GOE 15K AIRFOIL 2,7,-1.4030757e-01,-1.1544427e-01,-4.9218365e-02,-2.9627655e-01,1.8962540e-01,2.6005300e-01,3.0552636e-01,5.7436619e-01,0.72093386,0.029027592
GOE 16K AIRFOIL,7,-1.6959349e-01,-1.3959520e-01,-5.9450392e-02,-3.5895308e-01,2.3022668e-01,3.1439184e-01,3.6968026e-01,6.9478464e-01,0.55183705,0.031625777
GOE 29B AIRFOIL,7,-9.3648129e-02,1.8954372e-01,-2.4933336e-02,1.0334008e-01,2.8078282e-01,3.3873724e-01,2.1205790e-01,2.3939466e-01,1.2835223,0.029557503
GOE 55 AIRFOIL,7,-9.0619525e-02,4.3756233e-02,-3.3913240e-02,9.9110564e-03,1.7376430e-01,1.1700038e-01,3.4302173e-02,1.3101903e-01,0.91079921,0.022812886
GOE 7K AIRFOIL,7,-5.8448453e-02,-1.3215873e-02,-2.3316018e-02,-4.2447897e-02,1.4680674e-01,2.6094463e-01,2.8538840e-01,4.8711824e-01,0.9818029,0.0288362489999999
GOE 8K AIRFOIL,7,-7.6188210e-02,-2.1179864e-02,-2.9247171e-02,-5.8939209e-02,1.9740665e-01,3.5270715e-01,3.8445045e-01,6.5826697e-01,0.94623749,0.036736617
GOE 9K AIRFOIL,7,-2.5007031e-02,-2.4845793e-04,-1.1907945e-02,-1.0284659e-02,4.0170371e-02,5.0017123e-02,6.1171702e-02,1.0783672e-01,0.7203991,0.078806872
e584,7,-1.1048462e-01,-3.8809469e-02,-2.1400663e-01,-1.7409430e-02,2.2901731e-01,4.0576111e-01,3.2664389e-01,3.0356209e-01,0.96818517,0.030959193
e585,7,-9.8234916e-02,-1.8350869e-02,-2.2211566e-01,1.3208298e-01,2.1669795e-01,3.3387464e-01,3.3661466e-01,2.9931935e-01,1.1208972,0.030610471
e587,7,-1.0959325e-01,-8.3851228e-02,-2.2888326e-01,2.0840125e-01,2.2997191e-01,3.5450085e-01,3.5308948e-01,3.6862211e-01,1.1622811000000002,0.033223865
e591,7,-1.4143891e-01,-2.1196045e-02,1.8629313e-02,2.6158255e-01,3.2308460e-01,4.1300440e-01,2.6325795e-01,4.5057517e-01,1.429156,0.036884455
e593,7,-1.0403126e-01,4.3097837e-02,-4.2879374e-02,-1.3094886e-03,2.0974211e-01,4.0519427e-01,6.1916498e-02,9.9970621e-02,1.0360347,0.02626903
e598,7,-1.0447152e-01,4.0463792e-02,-4.5275442e-02,-9.0811123e-03,2.2001503e-01,3.5424400e-01,1.4986064e-01,9.6252620e-02,1.0414881,0.0259854829999999
e603,7,-1.5165569e-01,-8.0978031e-02,-3.7955255e-01,1.4041365e-01,2.2714853e-01,4.0469922e-01,3.2504557e-01,2.6094852e-01,1.0017351,0.031965017
e604,7,-1.3091993e-01,-1.3371525e-01,-2.9685903e-01,1.5146900e-01,2.3741279e-01,3.6133141e-01,3.7721828e-01,3.0915983e-01,1.0323369,0.033171233
e625,7,-1.2060632e-01,-3.4060647e-02,-1.8544365e-01,-1.9142611e-01,2.4723649e-01,2.8300958e-01,1.6076995e-01,1.2378497e-01,0.76287334,0.023860876
e635,7,-7.3103365e-02,-7.3900760e-02,-1.0285685e-01,-2.0721851e-01,2.2083618e-01,2.8980001e-01,7.7951204e-02,7.5703029e-02,0.74482789,0.022924486
e636,7,-7.9260581e-02,-5.5566001e-02,-1.0133330e-01,-1.7363102e-01,2.1636397e-01,3.2431367e-01,7.9867167e-02,1.1362763e-01,0.80085492,0.025430498
