Filename,AoA,CST Coeff 1,CST Coeff 2,CST Coeff 3,CST Coeff 4,CST Coeff 5,CST Coeff 6,CST Coeff 7,CST Coeff 8,Cl,Cd
FX 38153 AIRFOIL,0,-1.1780455e-01,-8.5699922e-02,-3.4164703e-01,6.9404727e-02,2.1081482e-01,2.4839503e-01,2.6549318e-01,4.2945984e-01,0.25126546,0.01992072
FX 60100 126 AIRFOIL,0,-7.7245384e-02,-1.0090127e-01,5.1786878e-02,1.4544842e-01,1.7589831e-01,2.2768139e-01,2.0207374e-01,2.1403327e-01,0.4696824,0.016902872
FX 60100 AIRFOIL,0,-7.7841737e-02,-9.2839038e-02,4.1014680e-02,1.4034997e-01,1.8543349e-01,2.1083586e-01,2.1937682e-01,2.0870723e-01,0.46457695,0.016905846
FX 60157 AIRFOIL,0,-1.2528152e-01,-1.0243310e-01,-3.1875601e-01,1.9486157e-01,2.3443474e-01,2.5915175e-01,2.8276824e-01,3.7978513e-01,0.39186719,0.020086495
FX 60160 AIRFOIL,0,-1.2257530e-01,-1.2147654e-01,-2.0685231e-01,1.5924734e-01,1.8230150e-01,3.3087651e-01,2.8734029e-01,3.0046027e-01,0.4264507999999999,0.019391193
FX 6617AII182 AIRFOIL,0,-1.1574281e-01,-1.6370255e-01,-1.4935737e-01,8.2511891e-02,1.9739012e-01,4.8154754e-01,2.2721826e-01,2.5650368e-01,0.40751497,0.020280216
FX 74CL6140,0,-7.6964676e-02,8.5778121e-02,-9.7316284e-02,2.6753669e-01,2.4882423e-01,5.4323697e-01,1.6766394e-01,3.1153184e-01,0.75985893,0.0216638839999999
FX 75VG16622,0,-1.3752008e-01,-7.5196436e-02,-3.5862757e-01,5.9768848e-02,1.9287654e-01,2.7395697e-01,4.0417649e-01,1.3283417e-01,0.23884639,0.019375271
FX 76MP120,0,-9.9661573e-02,1.2931636e-01,-4.2592299e-02,2.6390835e-01,2.3941337e-01,3.7719635e-01,4.1563207e-01,3.7270795e-01,0.83408848,0.0231125679999999
FX 76MP140,0,-1.3316758e-01,9.9788114e-02,-9.7858981e-02,2.3705612e-01,2.6604165e-01,3.7610456e-01,4.5028894e-01,3.4958135e-01,0.78880062,0.023454778
FX 76MP160,0,-1.7355867e-01,3.3507990e-02,-1.5403534e-01,2.1702400e-01,2.8955523e-01,3.6204396e-01,4.4783746e-01,3.4501005e-01,0.3987348,0.034836224
FX 77W270,0,-2.2221867e-01,-2.1161351e-01,-3.5484939e-01,-1.2727811e-01,3.5942762e-01,6.8735323e-01,1.0510294e-01,5.1088295e-01,0.23757953,0.037934737
FX 77W270S,0,-2.2503510e-01,-2.0419426e-01,-3.7430146e-01,-9.4955969e-02,3.6421161e-01,6.7219106e-01,1.2947141e-01,4.8803586e-01,0.16617188,0.074570253
FX 78K140 A20,0,-8.9604036e-02,-2.3907990e-02,-1.3747673e-01,-4.0760597e-02,1.6578809e-01,3.3081130e-01,3.9199646e-01,1.6296052e-01,0.16897876,0.067274445
FX 78K15020,0,-1.1491174e-01,-2.8137086e-02,-1.6802480e-01,-2.7168522e-02,1.5842790e-01,3.3622056e-01,4.3317220e-01,1.4072491e-01,0.35503905,0.02021637
FX 78K161,0,-1.4349680e-01,-6.4116175e-02,-2.5916564e-01,-1.0305280e-01,1.7090261e-01,3.1990132e-01,3.8786629e-01,3.7534824e-02,0.072092685,0.031334083
FX 78PK18820,0,-1.4811437e-01,-1.3167286e-01,-3.4526168e-01,2.0333996e-03,1.9489399e-01,2.7677526e-01,4.8463598e-01,1.6443336e-01,0.13135124,0.059986627
FX 79L100,0,-1.2314637e-01,-1.4738185e-01,-1.1706347e-01,-5.8756084e-02,1.2314638e-01,1.4738186e-01,1.1706347e-01,5.8756090e-02,-9.0352472e-06,0.0156509489999999
FX 79L120,0,-1.4728750e-01,-1.7856699e-01,-1.3688504e-01,-7.0334887e-02,1.4728750e-01,1.7856699e-01,1.3688504e-01,7.0334887e-02,-6.9955605e-05,0.018373218
FX 79W151 A,0,-1.4633499e-01,-7.6278006e-02,-8.5126812e-02,-1.0689900e-01,2.0001045e-01,3.7817620e-01,2.7176737e-01,1.9083462e-01,0.27939175,0.0191586589999999
FX 83W227,0,-2.3532221e-01,-1.8088814e-01,-2.3688586e-01,-1.0604053e-01,2.8521172e-01,4.5899431e-01,3.5695737e-01,3.8928247e-01,0.26064104,0.037489227
FX 84W097,0,-1.0098693e-01,-1.0623280e-02,-8.7290926e-02,5.9421578e-03,1.5118533e-01,2.3310358e-01,2.1132607e-01,1.0089795e-01,0.24817488,0.016283955
FX 84W127,0,-1.2362025e-01,-1.8465201e-02,-1.2072774e-01,3.1507642e-02,1.8760243e-01,2.9708619e-01,3.0002933e-01,1.6640841e-01,0.35789625,0.017892555
FX 84W140,0,-1.3227562e-01,-1.8892372e-02,-1.3692465e-01,4.6562514e-02,2.0372041e-01,3.2650755e-01,3.4177780e-01,1.9958602e-01,0.42048752,0.019415842
FX 84W150,0,-1.3650578e-01,-3.1477129e-02,-1.4836940e-01,4.2142649e-02,2.2045027e-01,3.3712749e-01,3.6020762e-01,2.0514405e-01,0.40957985,0.019500241
FX 84W175,0,-1.7844027e-01,-5.3689374e-02,-1.9633952e-01,4.3867697e-02,2.4661764e-01,3.7103439e-01,4.1099763e-01,2.3176058e-01,0.40362014,0.0213077539999999
FX 84W218,0,-2.5688002e-01,-1.5121966e-01,-2.6998334e-01,-2.2042389e-02,3.0605093e-01,3.8725538e-01,4.3401157e-01,1.9662480e-01,0.25322049,0.023266866
oa213,0,-9.9970888e-02,-2.7416048e-02,-1.4721329e-01,-8.6259697e-02,2.7147119e-01,2.1531320e-01,3.2067336e-01,3.6206593e-02,0.19483659,0.017631341
OAF095 AIRFOIL oaf095il,0,-1.3722048e-01,-3.3041232e-02,6.5329664e-02,7.9394330e-02,1.6191872e-01,2.0602761e-01,2.3869912e-01,1.7487037e-01,0.41046951,0.016783282
oaf095,0,-1.3722048e-01,-3.3041232e-02,6.5329664e-02,7.9394330e-02,1.6191872e-01,2.0602761e-01,2.3869912e-01,1.7487037e-01,0.41046951,0.016783282
OAF102 AIRFOIL oaf102il,0,-1.2946435e-01,-7.4973754e-02,6.7118283e-02,4.7555601e-02,1.4258282e-01,2.3610893e-01,2.2286480e-01,2.0615348e-01,0.38616861,0.016868645
oaf102,0,-1.2946435e-01,-7.4973754e-02,6.7118283e-02,4.7555601e-02,1.4258282e-01,2.3610893e-01,2.2286480e-01,2.0615348e-01,0.38616861,0.016868645
OAF117 AIRFOIL oaf117il,0,-1.6067084e-01,-9.2722751e-02,-1.0948898e-02,-6.1737458e-03,1.9868388e-01,2.2074655e-01,1.2510825e-01,1.5000182e-01,0.22172986,0.01667407
oaf117,0,-1.6067084e-01,-9.2722751e-02,-1.0948898e-02,-6.1737458e-03,1.9868388e-01,2.2074655e-01,1.2510825e-01,1.5000182e-01,0.22172986,0.01667407
OAF128 AIRFOIL oaf128il,0,-1.8873838e-01,-1.4067108e-01,-5.9463015e-02,-5.3337777e-02,2.1036228e-01,2.0272660e-01,1.1558902e-01,1.1940082e-01,0.10587893,0.016982004
oaf128,0,-1.8873838e-01,-1.4067108e-01,-5.9463015e-02,-5.3337777e-02,2.1036228e-01,2.0272660e-01,1.1558902e-01,1.1940082e-01,0.10587893,0.016982004
OAF139 AIRFOIL oaf139il,0,-2.2055318e-01,-2.3186735e-01,-1.1445057e-01,-1.4652829e-01,2.0499985e-01,1.4519095e-01,4.6558482e-02,3.9655489e-02,-0.14610527,0.0174346139999999
oaf139,0,-2.2055318e-01,-2.3186735e-01,-1.1445057e-01,-1.4652829e-01,2.0499985e-01,1.4519095e-01,4.6558482e-02,3.9655489e-02,-0.14691846,0.017778045
ONERA HOR04 AIRFOIL hor04il,0,-3.9171755e-02,-1.0995573e-02,6.2265160e-03,1.0323803e-02,7.9787719e-02,9.7362081e-02,7.8651036e-02,1.1340187e-01,0.16232431,0.018038467
ONERA HOR07 AIRFOIL hor07il,0,-9.0375244e-02,8.5229155e-02,5.9781762e-02,2.8196262e-02,1.4092748e-01,2.7035023e-01,1.4288101e-01,1.9231583e-01,0.22403708,0.065149367
ONERA HOR12 AIRFOIL hor12il,0,-1.6398057e-01,-3.1507603e-02,2.6917930e-02,5.5727047e-02,2.0026440e-01,3.0864504e-01,1.5964812e-01,2.4560423e-01,0.39024265,0.022941884
ONERA HOR20 AIRFOIL hor20il,0,-3.1371679e-01,-1.7768941e-01,-2.2946027e-02,-7.3758583e-02,3.0697608e-01,3.9754973e-01,2.1610804e-01,2.8367910e-01,0.28955336,0.021961111
ONERA NACA CAMBRE AIRFOIL ncambreil,0,-1.0331437e-01,-1.3222444e-01,-1.1258888e-01,-1.3244658e-01,2.0228163e-01,1.7977585e-01,1.4743508e-01,1.7195494e-01,0.090830972,0.016858116
ONERA OA206 AIRFOIL oa206il,0,-6.9885245e-02,-2.8187266e-02,-1.0716069e-01,-5.6354392e-02,1.1645292e-01,8.1199996e-02,1.0988197e-01,6.0007877e-02,0.024577388,0.030804862
ONERA OA209 AIRFOIL oa209il,0,-8.8132118e-02,-4.9548793e-02,-1.4874188e-01,-6.5800524e-02,1.9154857e-01,1.1446232e-01,1.7688886e-01,1.0769268e-01,0.081261926,0.022435195
ONERA OA212 AIRFOIL oa212il,0,-1.6457739e-01,-9.7271006e-03,-1.6927866e-01,-1.3713534e-01,2.0333693e-01,2.1540131e-01,2.6228377e-01,9.0663490e-02,0.10424039,0.018103207
ONERA OA213 AIRFOIL oa213il,0,-1.0017874e-01,-2.5917502e-02,-1.4886002e-01,-8.4897821e-02,2.7146894e-01,2.1531163e-01,3.2068070e-01,3.6199420e-02,0.097825064,0.035969624
Ornithopter airfoil.,0,-1.1234388e-01,-8.5347326e-02,-5.0575235e-02,1.2389518e-01,2.1540934e-01,3.7395044e-01,3.0706706e-01,4.1382091e-01,0.59503707,0.02114588
P51D ROOT BL17pt5 AIRFOIL p51drootil,0,-1.6820819e-01,-1.8907622e-01,-2.1460236e-01,-1.7793990e-02,2.0575972e-01,2.4166101e-01,2.9969415e-01,1.4277283e-01,0.11527064,0.03183034
mh102,0,-1.8370826e-01,-1.5610345e-01,-6.9359704e-02,-4.8315560e-02,2.7641546e-01,3.4975779e-01,2.1566176e-01,2.1592364e-01,0.27929401,0.019440253
mh104,0,-1.4354953e-01,-1.7566753e-01,-8.9954992e-02,-1.4114980e-01,2.2039908e-01,3.3389201e-01,1.3245683e-01,1.0983116e-01,0.0983661159999999,0.0180208369999999
mh106,0,-1.3199963e-01,-1.7916597e-01,-8.9417289e-02,-1.4021561e-01,1.8231136e-01,2.6303459e-01,7.7210947e-02,9.3176775e-02,0.017968926,0.016883911
mh108,0,-1.4122944e-01,-1.3204226e-01,-9.5959170e-02,-1.3065271e-01,1.9635423e-01,2.1514843e-01,8.3180735e-02,7.3219525e-02,0.010539336,0.0165764989999999
mh110,0,-1.0289774e-01,-1.1830165e-01,-8.5962462e-02,-1.4414527e-01,1.7325545e-01,1.8152995e-01,4.6764333e-02,4.1012538e-02,-0.039030858,0.015805568
mh112,0,-1.4872097e-01,2.3649833e-02,-2.1395168e-02,2.1412575e-01,3.2795796e-01,4.1448430e-01,4.1782749e-01,4.1431677e-01,0.78093496,0.025011484
mh113,0,-1.2071896e-01,2.1071401e-02,-9.3053869e-03,2.0863971e-01,2.9335245e-01,3.9498183e-01,3.6459993e-01,4.0400320e-01,0.76030989,0.023145412
mh114,0,-9.6675623e-02,2.6599028e-02,3.0608527e-03,2.1167296e-01,2.6007646e-01,3.7087281e-01,3.2898783e-01,4.0195400e-01,0.75013523,0.0218993979999999
mh115,0,-8.8763609e-02,2.9625767e-02,-1.3503793e-04,1.7897465e-01,2.2255440e-01,3.1936504e-01,2.7069611e-01,3.3490925e-01,0.65362737,0.019472895
mh116,0,-9.0970006e-02,-6.8931295e-03,-1.4008030e-02,8.1660053e-02,1.7260319e-01,2.5207218e-01,2.4453964e-01,2.4639309e-01,0.45796005,0.017270061
mh117,0,-1.1186506e-01,-4.1176142e-02,-4.1652662e-02,2.2962333e-02,1.6515916e-01,2.1598144e-01,1.9202862e-01,1.6369397e-01,0.29581686,0.016590535
mh120,0,-6.8435822e-02,-7.4967375e-02,-3.2390468e-02,1.1536063e-01,1.0694985e-01,1.5792480e-01,1.8257972e-01,2.6190998e-01,0.26330672,0.046324377
mh121,0,-6.5593645e-02,-8.1422481e-02,-2.9579830e-02,1.0554589e-01,1.1566013e-01,1.7448419e-01,2.0985879e-01,2.8097588e-01,0.22483874,0.073317182
mh122,0,-6.5708296e-02,-7.3917613e-02,-2.1752245e-02,1.1847271e-01,1.3788187e-01,1.8871005e-01,2.3869718e-01,3.0591643e-01,0.40259435,0.030688053
mh126,0,-2.2459783e-01,-6.9337349e-02,-1.6789114e-01,3.8670519e-02,4.2508936e-01,5.0106517e-01,7.1263517e-01,3.0477278e-01,0.58071955,0.048103644
mh150,0,-2.2904036e-01,-2.1208966e-01,-1.3043457e-01,2.7921250e-01,3.5785118e-01,5.2467788e-01,3.8354572e-01,3.3107074e-01,0.43081985,0.062764161
mh61,0,-9.7696977e-02,-1.1894567e-01,-3.9171623e-02,-1.0317597e-01,1.4897782e-01,1.9048034e-01,1.9933880e-01,-5.9737950e-03,0.01200167,0.033809452
mh62,0,-9.5661366e-02,-8.5771897e-02,-3.4812048e-02,-5.9869475e-02,1.6437787e-01,1.6530068e-01,1.7674133e-01,2.1420603e-02,0.093873833,0.015798371
mh64,0,-9.1644233e-02,-8.0101484e-02,-3.1214740e-02,-4.7912591e-02,1.5083383e-01,1.5137784e-01,1.6026877e-01,2.8150738e-02,0.061880384,0.026816204
mh81,0,-1.1037942e-01,-4.5599904e-02,-8.9902794e-02,-5.8892143e-02,2.8547936e-01,2.9932991e-01,1.2630351e-01,6.3571943e-02,0.19235819,0.017762433
mh82,0,-1.1159317e-01,-2.6982166e-02,-7.7202662e-02,-3.1322078e-02,2.9748589e-01,3.2224218e-01,1.4480018e-01,7.8808006e-02,0.25951853,0.01851762
mh83,0,-1.1001626e-01,8.0938815e-03,1.7706350e-04,7.4956327e-02,3.1316146e-01,3.5127440e-01,1.8586272e-01,1.1289233e-01,0.45600194,0.0196470789999999
mh84,0,-1.4546195e-01,7.1024725e-03,-3.9188522e-03,8.9863905e-02,3.4662404e-01,2.8813306e-01,2.3157602e-01,1.0403191e-01,0.455575,0.019669161
mh91,0,-1.4410327e-01,-1.6188617e-01,-1.8068427e-01,-1.3094153e-01,2.6865264e-01,2.3432027e-01,1.8367849e-01,5.3069733e-02,0.0017642419,0.029172313
mh92,0,-1.4794349e-01,-1.6943101e-01,-1.9311756e-01,-1.4282207e-01,2.7287138e-01,2.4440035e-01,1.8466065e-01,5.0535789e-02,-0.0093818289,0.02763374
mh93,0,-1.5170388e-01,-1.7742383e-01,-2.0625070e-01,-1.5547534e-01,2.7256840e-01,2.5784292e-01,1.8270096e-01,4.9203378e-02,-0.020544037,0.0494331629999999
mh94,0,-1.6304493e-01,-1.9308515e-01,-2.0368644e-01,-2.3895036e-02,2.6620086e-01,2.0695236e-01,2.4591068e-01,2.7555828e-01,0.17950394,0.018973853
mh95,0,-1.6355543e-01,-1.3789213e-01,-2.6308994e-01,-5.3028408e-02,2.6163865e-01,2.2311603e-01,2.4791574e-01,2.8825277e-01,0.15708516,0.019097568
WB14035FB 14,0,-1.4678023e-01,-8.6541591e-02,-3.6761652e-02,-1.0137427e-01,2.1653247e-01,2.9519198e-01,2.9403639e-01,2.8655062e-01,0.30237655,0.018944431
whitcomb,0,-1.9019344e-01,-3.4532076e-02,-3.8803812e-01,3.4393148e-01,1.6557768e-01,1.1602854e-01,1.2921810e-01,3.1329229e-01,0.3268374,0.017943099
WHITCOMB INTEGRAL SUPERCRITICAL AIR,0,-1.9019344e-01,-3.4532076e-02,-3.8803812e-01,3.4393148e-01,1.6557768e-01,1.1602854e-01,1.2921810e-01,3.1329229e-01,0.3268374,0.017943099
WORTMANN FX 049915 AIRFOIL,0,-6.9313770e-02,-1.5004092e-02,-4.1887664e-02,-6.0083860e-02,2.3432844e-01,5.2066593e-01,1.2419878e-01,2.2664209e-01,0.40502507,0.01962495
WORTMANN FX 05188 AIRFOIL,0,-1.5652486e-01,-1.4236876e-01,-3.5084060e-01,1.8172226e-01,2.0802970e-01,3.3211568e-01,3.8576071e-01,2.5061665e-01,0.35815397,0.021079156
WORTMANN FX 05191 AIRFOIL,0,-1.5366629e-01,-1.4438170e-01,-3.5063916e-01,1.3076482e-01,2.0746381e-01,3.2477721e-01,3.9785201e-01,3.0347612e-01,0.32246205,0.021458391
WORTMANN FX 057816,0,-1.1070436e-01,-2.2382664e-03,-2.2652101e-01,5.2925148e-02,2.2191023e-01,4.2844860e-01,2.8650821e-01,1.4994548e-01,0.38262416,0.019581899
WORTMANN FX 05H126 AIRFOIL,0,-7.3124471e-02,-3.2981563e-02,-4.5627787e-02,-8.4126323e-02,1.9206755e-01,3.5223282e-01,2.8581826e-01,-3.6553913e-02,0.22537968,0.017710556
WORTMANN FX 08S176 AIRFOIL,0,-9.3000627e-02,-1.5218624e-02,-2.0828675e-01,1.7497759e-02,2.1300707e-01,5.4979821e-01,2.4409740e-01,2.5785223e-01,0.42917693,0.021171985
WORTMANN FX 2 AIRFOIL,0,-1.5068301e-01,-1.6636424e-01,-3.7292953e-01,1.5278653e-01,2.2384850e-01,2.6172691e-01,5.2627511e-01,3.9482659e-01,0.31707125,0.0246463689999999
WORTMANN FX 3 AIRFOIL,0,-1.4577656e-01,-1.1715152e-01,-4.4472893e-01,2.4721851e-01,2.1518663e-01,2.5466222e-01,5.1773966e-01,4.2032549e-01,0.46310205,0.038802502
WORTMANN FX 60126 AIRFOIL,0,-1.1213579e-01,-1.3129891e-01,1.7065065e-02,1.3135229e-01,2.1970193e-01,2.5032106e-01,2.4260837e-01,2.1718624e-01,0.42961664,0.0239804829999999
WORTMANN FX 62K131 AIRFOIL,0,-7.7230535e-02,-3.0674492e-02,-2.2570140e-01,2.7797267e-01,1.7888159e-01,2.9026057e-01,3.0613665e-01,3.3381385e-01,0.43785848,0.049218081
WORTMANN FX 63137 AIRFOIL,0,-9.2026423e-02,-4.3757348e-02,-1.5123462e-02,3.3091301e-01,2.6916922e-01,3.3875742e-01,3.2073899e-01,3.6354298e-01,0.82385532,0.023735107
WORTMANN FX 6617A175 AIRFOIL,0,-9.1971898e-02,-2.1421461e-01,2.5442245e-02,2.7261064e-02,1.9061956e-01,5.2627261e-01,1.4074386e-01,2.9417907e-01,0.38816379,0.029975685
WORTMANN FX 71089A AIRFOIL,0,-1.6599918e-01,-7.2565129e-02,-1.2781285e-01,-7.7771909e-02,1.6599921e-01,7.2565090e-02,1.2781289e-01,7.7771889e-02,-0.0001113752199999,0.015913788
WORTMANN FX 71120 AIRFOIL,0,-2.1487822e-01,-1.0601516e-01,-1.6687060e-01,-1.0747066e-01,2.1487822e-01,1.0601516e-01,1.6687060e-01,1.0747066e-01,0.0015872160999999,0.06837502
WORTMANN FX 72MS150A AIRFOIL,0,-7.1215069e-02,4.6918128e-04,7.5812869e-02,2.9859528e-01,2.3011997e-01,4.8950407e-01,4.3523794e-01,3.3148495e-01,0.61346815,0.074791371
WORTMANN FX 73170 A,0,-9.7338879e-02,-2.7190410e-02,-1.7536536e-01,6.5190883e-02,2.1999907e-01,3.8730598e-01,5.0053713e-01,2.3501558e-01,0.29129292,0.0678958279999999
WORTMANN FX 73170,0,-1.1123927e-01,-8.9200577e-02,-2.1831864e-01,1.8761072e-01,2.0862396e-01,3.2322045e-01,4.7782062e-01,2.4170068e-01,0.54332639,0.021573132
WORTMANN FX 74080,0,-4.1478722e-02,4.9155033e-02,-5.1354719e-02,1.0098186e-01,1.0921092e-01,2.2345295e-01,2.9103765e-01,2.3635816e-01,0.4786824,0.016694509
WORTMANN FX 75141,0,-1.3677318e-01,-6.8977496e-02,-1.8235818e-01,1.7849694e-01,1.9553413e-01,2.7092487e-01,3.3193761e-01,2.3043531e-01,0.47147526,0.019375143
WORTMANN FX 75193,0,-1.4526178e-01,-1.1785710e-01,-3.2920108e-01,1.9712552e-01,2.1006693e-01,3.5138848e-01,4.6295234e-01,2.7037292e-01,0.49532477,0.023291976
WORTMANN FX 77W153 AIRFOIL,0,-1.1457218e-01,-5.9649569e-02,-6.9254172e-02,-1.3638686e-01,2.5492776e-01,4.7757357e-01,5.6174732e-02,2.3032834e-01,0.20430997,0.028248295
WORTMANN FX 77W258 AIRFOIL,0,-2.2515304e-01,-1.7834634e-01,-3.9046417e-01,3.8524027e-02,3.6552329e-01,6.4511969e-01,1.4974255e-01,3.4489843e-01,0.32254243,0.0302177
WORTMANN FX 77W343 AIRFOIL,0,-2.9916265e-01,-2.9249812e-01,-4.8141085e-01,-9.6086573e-02,4.5565189e-01,8.0124418e-01,1.9860813e-01,5.2630456e-01,0.10161362,0.03473198
WORTMANN FX 79K14417 AIRFOIL,0,-1.3119334e-01,-4.3705822e-02,-2.3781500e-01,-2.4058833e-02,1.6655155e-01,2.7689124e-01,3.3666192e-01,2.0348754e-01,0.25002773,0.0183668089999999
WORTMANN FX 082512 AIRFOIL,0,-1.4030956e-01,-1.4637677e-01,5.7801793e-02,2.1791118e-01,1.3142707e-01,2.2794464e-01,1.9356803e-01,3.8887837e-01,0.5396076999999999,0.018736081
WORTMANN FX 601261 AIRFOIL,0,-1.0743865e-01,-1.1740820e-01,2.9711253e-02,1.3917600e-01,2.2412824e-01,2.6852411e-01,2.4384030e-01,2.4214419e-01,0.50137605,0.018267368
WORTMANN FX 76120,0,-1.8130910e-01,-1.4626377e-01,-1.4118496e-01,-1.4276914e-01,1.8130909e-01,1.4626377e-01,1.4118497e-01,1.4276914e-01,-9.0972879e-07,0.0169524689999999
WORTMANN FX 77080,0,-1.3000255e-01,-8.9016323e-02,-9.7478251e-02,-9.5202470e-02,1.3000255e-01,8.9016324e-02,9.7478251e-02,9.5202470e-02,-4.7452824e-07,0.015285646
WORTMANN FX 80080,0,-7.4524866e-02,-6.2163293e-03,-1.2580931e-01,7.2737025e-02,1.2044130e-01,1.5134099e-01,2.0766488e-01,1.9150803e-01,0.29676957,0.0155609789999999
WORTMANN FX L V152 AIRFOIL,0,-1.6608849e-01,-2.3541055e-01,-1.9172550e-01,-5.7962202e-02,1.6608855e-01,2.3541045e-01,1.9172563e-01,5.7962082e-02,-4.2246641000000005e-07,0.017578245
ys900,0,-6.2629264e-02,-1.2304725e-01,-9.9032392e-02,-2.8634005e-01,6.2629261e-02,1.2304725e-01,9.9032390e-02,2.8634005e-01,-4.7542422e-06,0.0163830989999999
YS900,0,-6.2629264e-02,-1.2304725e-01,-9.9032392e-02,-2.8634005e-01,6.2629261e-02,1.2304725e-01,9.9032390e-02,2.8634005e-01,-4.7542422e-06,0.0163830989999999
ys915,0,-8.3341970e-02,-1.4954359e-01,-1.3651970e-02,-8.1354570e-02,9.3850781e-02,1.3885175e-01,1.8997004e-01,2.5317917e-01,0.17281918,0.015969972
YS915,0,-8.3341970e-02,-1.4954359e-01,-1.3651970e-02,-8.1354570e-02,9.3850781e-02,1.3885175e-01,1.8997004e-01,2.5317917e-01,0.17290792,0.015981108
ys920,0,-9.1846777e-02,-1.2414241e-01,-1.0301750e-02,-5.4204299e-02,9.9701702e-02,1.4914877e-01,1.9796085e-01,2.7835366e-01,0.22088227,0.016329952
ys930,0,-1.1434492e-01,-5.4880468e-02,-1.5429395e-02,1.9850564e-03,1.1405751e-01,1.7459463e-01,2.4784873e-01,2.6635405e-01,0.21225455,0.048798144
YS930,0,-1.1434492e-01,-5.4880468e-02,-1.5429395e-02,1.9850564e-03,1.1405751e-01,1.7459463e-01,2.4784873e-01,2.6635405e-01,0.25543633,0.033600705
marske1,0,-1.3622557e-01,-4.8726179e-02,-1.8353004e-01,-1.2666616e-01,2.7942165e-01,3.3243709e-01,5.8886960e-02,6.9744304e-02,0.074656003,0.018141275
marske2,0,-8.4955321e-02,-9.2255904e-02,-1.6134890e-01,-1.4737712e-01,3.0609715e-01,1.6054506e-01,1.7424388e-01,1.0083875e-01,0.082910446,0.017423608
marske3,0,-8.3530489e-02,-7.9409821e-02,-1.6801686e-01,-1.4712782e-01,2.9526036e-01,1.9864102e-01,1.3258950e-01,1.2947311e-01,0.094792727,0.017463408
marske4,0,-5.8701067e-02,-6.6909497e-02,-1.1946778e-01,-1.4587367e-01,3.0009888e-01,1.2037784e-01,1.6255027e-01,7.2468916e-02,0.079495957,0.016972897
marske5,0,-7.0580567e-02,-8.0936975e-02,-1.4072248e-01,-1.7734091e-01,3.6034357e-01,1.4347473e-01,1.9603521e-01,8.6848883e-02,0.10264193,0.018120591
marske7,0,-8.2709581e-02,-7.4424197e-02,-6.6802130e-02,-2.2261114e-01,1.6817436e-01,2.1250108e-01,3.7770327e-01,-4.6315594e-02,0.087632229,0.017323024
MARSKE MONARCH AIRFOIL NACA 43012A,0,-7.0580567e-02,-8.0936975e-02,-1.4072248e-01,-1.7734091e-01,3.6034357e-01,1.4347473e-01,1.9603521e-01,8.6848883e-02,0.10264193,0.018120591
MARSKE PIONEER IA AIRFOIL NACA 23112 43012A HYBRID,0,-8.4955321e-02,-9.2255904e-02,-1.6134890e-01,-1.4737712e-01,3.0609715e-01,1.6054506e-01,1.7424388e-01,1.0083875e-01,0.082910446,0.017423608
MARSKE PIONEER IID ROOT AIRFOIL NACA 431012A 24112 HYBRID,0,-8.3530489e-02,-7.9409821e-02,-1.6801686e-01,-1.4712782e-01,2.9526036e-01,1.9864102e-01,1.3258950e-01,1.2947311e-01,0.094792727,0.017463408
MARSKE PIONEER IID TIP AIRFOIL (NACA 431012A 833 HYBRID)833 HYBRID),0,-5.8701067e-02,-6.6909497e-02,-1.1946778e-01,-1.4587367e-01,3.0009888e-01,1.2037784e-01,1.6255027e-01,7.2468916e-02,0.079495957,0.016972897
MARSKE XM1D AIRFOIL F143.0,0,-1.3622557e-01,-4.8726179e-02,-1.8353004e-01,-1.2666616e-01,2.7942165e-01,3.3243709e-01,5.8886960e-02,6.9744304e-02,0.0391325089999999,0.022962402
MB253515 15 smoothed,0,-1.1382092e-01,-1.4541392e-01,-1.3242622e-01,-1.0709625e-01,1.8262917e-01,3.2578202e-01,2.3670345e-01,2.0575294e-01,0.15580843,0.028628796
mb253515sm,0,-1.1382092e-01,-1.4541392e-01,-1.3242622e-01,-1.0709625e-01,1.8262917e-01,3.2578202e-01,2.3670345e-01,2.0575294e-01,0.20112583,0.018482811
mh18,0,-9.0291617e-02,-6.9846872e-02,-4.7290298e-02,-1.2528680e-01,1.7263868e-01,2.2759755e-01,2.8878228e-01,5.1571311e-02,0.0051006548999999,0.036988293
mh20,0,-8.4457687e-02,-5.8892914e-02,-4.3138492e-02,-9.7613730e-02,1.4251742e-01,1.9467799e-01,1.8801243e-01,2.9045637e-02,0.098802078,0.01577016
mh24,0,-7.9980453e-02,-7.6430131e-02,-8.7712471e-02,-1.3483475e-01,1.3286378e-01,1.5621111e-01,1.4989107e-01,2.2181472e-01,0.1220396999999999,0.016204319
mh25,0,-8.4254053e-02,-8.6123542e-02,-9.5204194e-02,-1.5962738e-01,1.4169948e-01,1.7153458e-01,1.7261931e-01,2.5624099e-01,0.1286298,0.016787262
mh26,0,-8.9121836e-02,-1.0220298e-01,-1.0090661e-01,-1.9299642e-01,1.4790281e-01,1.8827632e-01,1.8193645e-01,3.0421367e-01,0.1332053999999999,0.018292148
mh27,0,-9.4430923e-02,-1.1879526e-01,-1.0850082e-01,-2.3446081e-01,1.5338730e-01,2.0332336e-01,1.8899516e-01,3.4727448e-01,0.0932833159999999,0.042244138
